"Gene_name" "chromosome" "start" "end" "biotype" "band"
"SSPN" "12" 26274924 26452223 "protein_coding" "12:p12.1"
"ITPR2" "12" 26490342 26986131 "protein_coding" "12:p12.1"
"ASUN" "12" 27058114 27091259 "protein_coding" "12:p11.23"
"FGFR1OP2" "12" 27091316 27119583 "protein_coding" "12:p11.23"
"TM7SF3" "12" 27126128 27167367 "protein_coding" "12:p11.23"
"MED21" "12" 27175479 27219276 "protein_coding" "12:p11.23"
"C12orf71" "12" 27233991 27235447 "protein_coding" "12:p11.23"
"STK38L" "12" 27396901 27478892 "protein_coding" "12:p11.23"
"ARNTL2" "12" 27485787 27576241 "protein_coding" "12:p11.23"
"SMCO2" "12" 27619743 27655118 "protein_coding" "12:p11.23"
"PPFIBP1" "12" 27676364 27848497 "protein_coding" "12:p11.23"
"REP15" "12" 27849428 27850566 "protein_coding" "12:p11.22"
"MRPS35" "12" 27863706 27909228 "protein_coding" "12:p11.22"
"MANSC4" "12" 27915671 27924209 "protein_coding" "12:p11.22"
"KLHL42" "12" 27932953 27955973 "protein_coding" "12:p11.22"
"PTHLH" "12" 28111017 28125638 "protein_coding" "12:p11.22"
"CCDC91" "12" 28286182 28732883 "protein_coding" "12:p11.22"
"FAR2" "12" 29302036 29493913 "protein_coding" "12:p11.22"
"ERGIC2" "12" 29490285 29534122 "protein_coding" "12:p11.22"
"OVCH1-AS1" "12" 29542227 29640421 "protein_coding" "12:p11.22"
"OVCH1" "12" 29565407 29650619 "protein_coding" "12:p11.22"
"TMTC1" "12" 29653773 29937692 "protein_coding" "12:p11.22"
"IPO8" "12" 30781922 30848920 "protein_coding" "12:p11.21"
"CAPRIN2" "12" 30862486 30907885 "protein_coding" "12:p11.21"
"TSPAN11" "12" 31079362 31149534 "protein_coding" "12:p11.21"
"DDX11" "12" 31226779 31257725 "protein_coding" "12:p11.21"
"FAM60A" "12" 31433518 31479992 "protein_coding" "12:p11.21"
"AC024940.1" "12" 31477250 31478879 "protein_coding" "12:p11.21"
"DENND5B" "12" 31535157 31744031 "protein_coding" "12:p11.21"
"METTL20" "12" 31800094 31826048 "protein_coding" "12:p11.21"
"AMN1" "12" 31824071 31882108 "protein_coding" "12:p11.21"
"H3F3C" "12" 31944123 31945175 "protein_coding" "12:p11.21"
"KIAA1551" "12" 32112304 32146039 "protein_coding" "12:p11.21"
"BICD1" "12" 32259769 32536567 "protein_coding" "12:p11.21"
"FGD4" "12" 32552463 32798984 "protein_coding" "12:p11.21"
"DNM1L" "12" 32832134 32898486 "protein_coding" "12:p11.21"
"YARS2" "12" 32880424 32908836 "protein_coding" "12:p11.21"
"PKP2" "12" 32943679 33049774 "protein_coding" "12:p11.21"
"SYT10" "12" 33527173 33592754 "protein_coding" "12:p11.1"
"ALG10" "12" 34175216 34182629 "protein_coding" "12:p11.1"
"ALG10B" "12" 38710380 38717784 "protein_coding" "12:q12"
"CPNE8" "12" 39040624 39301232 "protein_coding" "12:q12"
"KIF21A" "12" 39687030 39837192 "protein_coding" "12:q12"
"ABCD2" "12" 39943835 40013553 "protein_coding" "12:q12"
"C12orf40" "12" 40019969 40302102 "protein_coding" "12:q12"
"SLC2A13" "12" 40148823 40499891 "protein_coding" "12:q12"
"LRRK2" "12" 40590546 40763087 "protein_coding" "12:q12"
"MUC19" "12" 40787197 40964632 "protein_coding" "12:q12"
"CNTN1" "12" 41086244 41466220 "protein_coding" "12:q12"
"PDZRN4" "12" 41582250 41968392 "protein_coding" "12:q12"
"GXYLT1" "12" 42475647 42538681 "protein_coding" "12:q12"
"YAF2" "12" 42550906 42632151 "protein_coding" "12:q12"
"AC020629.1" "12" 42624050 42628075 "protein_coding" "12:q12"
"PPHLN1" "12" 42632249 42853517 "protein_coding" "12:q12"
"ZCRB1" "12" 42705880 42719920 "protein_coding" "12:q12"
"PRICKLE1" "12" 42852140 42984157 "protein_coding" "12:q12"
"ADAMTS20" "12" 43747669 43945724 "protein_coding" "12:q12"
"PUS7L" "12" 44122410 44152620 "protein_coding" "12:q12"
"IRAK4" "12" 44152747 44183346 "protein_coding" "12:q12"
"TWF1" "12" 44187526 44200178 "protein_coding" "12:q12"
"TMEM117" "12" 44229770 44783545 "protein_coding" "12:q12"
"NELL2" "12" 44902058 45315631 "protein_coding" "12:q12"
"DBX2" "12" 45408455 45444882 "protein_coding" "12:q12"
"ANO6" "12" 45609770 45834187 "protein_coding" "12:q12"
"ARID2" "12" 46123448 46301823 "protein_coding" "12:q12"
"SCAF11" "12" 46312914 46385903 "protein_coding" "12:q12"
"SLC38A1" "12" 46576846 46663800 "protein_coding" "12:q13.11"
"SLC38A2" "12" 46751972 46766650 "protein_coding" "12:q13.11"
"SLC38A4" "12" 47158546 47226191 "protein_coding" "12:q13.11"
"AMIGO2" "12" 47469490 47473734 "protein_coding" "12:q13.11"
"PCED1B" "12" 47473386 47630443 "protein_coding" "12:q13.11"
"RPAP3" "12" 48057070 48099844 "protein_coding" "12:q13.11"
"ENDOU" "12" 48103517 48119350 "protein_coding" "12:q13.11"
"RAPGEF3" "12" 48128455 48164823 "protein_coding" "12:q13.11"
"SLC48A1" "12" 48147699 48176536 "protein_coding" "12:q13.11"
"HDAC7" "12" 48176505 48226915 "protein_coding" "12:q13.11"
"AC004466.1" "12" 48178706 48179787 "protein_coding" "12:q13.11"
"VDR" "12" 48235320 48336831 "protein_coding" "12:q13.11"
"TMEM106C" "12" 48357352 48362661 "protein_coding" "12:q13.11"
"COL2A1" "12" 48366748 48398269 "protein_coding" "12:q13.11"
"RP1-228P16.5" "12" 48413554 48419165 "protein_coding" "12:q13.11"
"SENP1" "12" 48436681 48500091 "protein_coding" "12:q13.11"
"PFKM" "12" 48498922 48540187 "protein_coding" "12:q13.11"
"ASB8" "12" 48541571 48574996 "protein_coding" "12:q13.11"
"C12orf68" "12" 48577366 48579709 "protein_coding" "12:q13.11"
"DKFZP779L1853" "12" 48592170 48595814 "protein_coding" "12:q13.11"
"OR10AD1" "12" 48596081 48597170 "protein_coding" "12:q13.11"
"H1FNT" "12" 48722763 48724062 "protein_coding" "12:q13.11"
"ZNF641" "12" 48733791 48745197 "protein_coding" "12:q13.11"
"AC024257.1" "12" 48759919 48761738 "protein_coding" "12:q13.11"
"ANP32D" "12" 48866448 48866843 "protein_coding" "12:q13.11"
"C12orf54" "12" 48876286 48890295 "protein_coding" "12:q13.11"
"OR8S1" "12" 48901137 48923680 "protein_coding" "12:q13.11"
"LALBA" "12" 48961467 48963849 "protein_coding" "12:q13.11"
"KANSL2" "12" 49047184 49076021 "protein_coding" "12:q13.11"
"CCNT1" "12" 49082247 49110681 "protein_coding" "12:q13.11"
"LINC00935" "12" 49121218 49159569 "protein_coding" "12:q13.12"
"ADCY6" "12" 49159975 49182820 "protein_coding" "12:q13.12"
"CACNB3" "12" 49207577 49222724 "protein_coding" "12:q13.12"
"DDX23" "12" 49223547 49246625 "protein_coding" "12:q13.12"
"RND1" "12" 49250928 49259681 "protein_coding" "12:q13.12"
"RP11-302B13.5" "12" 49297286 49351148 "protein_coding" "12:q13.12"
"CCDC65" "12" 49297893 49325623 "protein_coding" "12:q13.12"
"FKBP11" "12" 49315301 49320257 "protein_coding" "12:q13.12"
"AC073610.5" "12" 49315767 49333446 "protein_coding" "12:q13.12"
"ARF3" "12" 49329506 49351334 "protein_coding" "12:q13.12"
"WNT10B" "12" 49359123 49365546 "protein_coding" "12:q13.12"
"WNT1" "12" 49372398 49375459 "protein_coding" "12:q13.12"
"DDN" "12" 49388932 49393092 "protein_coding" "12:q13.12"
"PRKAG1" "12" 49396057 49412980 "protein_coding" "12:q13.12"
"KMT2D" "12" 49412758 49453557 "protein_coding" "12:q13.12"
"RHEBL1" "12" 49458468 49463808 "protein_coding" "12:q13.12"
"DHH" "12" 49483204 49488602 "protein_coding" "12:q13.12"
"LMBR1L" "12" 49490919 49504683 "protein_coding" "12:q13.12"
"TUBA1B" "12" 49521565 49525180 "protein_coding" "12:q13.12"
"TUBA1A" "12" 49578579 49583107 "protein_coding" "12:q13.12"
"TUBA1C" "12" 49582519 49667114 "protein_coding" "12:q13.12"
"PRPH" "12" 49687035 49692465 "protein_coding" "12:q13.12"
"TROAP" "12" 49717019 49725514 "protein_coding" "12:q13.12"
"C1QL4" "12" 49726200 49730971 "protein_coding" "12:q13.12"
"DNAJC22" "12" 49740700 49751309 "protein_coding" "12:q13.12"
"SPATS2" "12" 49760367 49921205 "protein_coding" "12:q13.12"
"KCNH3" "12" 49932940 49952091 "protein_coding" "12:q13.12"
"MCRS1" "12" 49950327 49961936 "protein_coding" "12:q13.12"
"PRPF40B" "12" 49962001 50038449 "protein_coding" "12:q13.12"
"FAM186B" "12" 49976668 49999422 "protein_coding" "12:q13.12"
"FMNL3" "12" 50031724 50101948 "protein_coding" "12:q13.12"
"TMBIM6" "12" 50101508 50158717 "protein_coding" "12:q13.12"
"NCKAP5L" "12" 50184929 50222533 "protein_coding" "12:q13.12"
"BCDIN3D" "12" 50231573 50236912 "protein_coding" "12:q13.12"
"FAIM2" "12" 50260679 50298000 "protein_coding" "12:q13.12"
"AQP2" "12" 50344524 50352664 "protein_coding" "12:q13.12"
"AQP5" "12" 50355653 50359464 "protein_coding" "12:q13.12"
"AQP6" "12" 50360977 50370922 "protein_coding" "12:q13.12"
"RACGAP1" "12" 50370706 50426919 "protein_coding" "12:q13.12"
"ASIC1" "12" 50451331 50477394 "protein_coding" "12:q13.12"
"SMARCD1" "12" 50478755 50494495 "protein_coding" "12:q13.12"
"GPD1" "12" 50497602 50505102 "protein_coding" "12:q13.12"
"COX14" "12" 50505762 50514240 "protein_coding" "12:q13.12"
"CERS5" "12" 50523575 50561288 "protein_coding" "12:q13.12"
"LIMA1" "12" 50569571 50677329 "protein_coding" "12:q13.12"
"AC140061.12" "12" 50690489 50691718 "protein_coding" "12:q13.12"
"FAM186A" "12" 50720013 50790405 "protein_coding" "12:q13.12"
"LARP4" "12" 50786166 50873787 "protein_coding" "12:q13.12"
"DIP2B" "12" 50898768 51142450 "protein_coding" "12:q13.12"
"ATF1" "12" 51157493 51214905 "protein_coding" "12:q13.12"
"TMPRSS12" "12" 51236703 51281667 "protein_coding" "12:q13.12"
"METTL7A" "12" 51317255 51326300 "protein_coding" "12:q13.12"
"HIGD1C" "12" 51347705 51364289 "protein_coding" "12:q13.12"
"SLC11A2" "12" 51373184 51422349 "protein_coding" "12:q13.12"
"LETMD1" "12" 51441745 51454207 "protein_coding" "12:q13.12"
"CSRNP2" "12" 51454990 51477447 "protein_coding" "12:q13.12"
"TFCP2" "12" 51487446 51566926 "protein_coding" "12:q13.12"
"POU6F1" "12" 51580719 51611477 "protein_coding" "12:q13.13"
"AC139768.1" "12" 51619860 51620085 "protein_coding" "12:q13.13"
"DAZAP2" "12" 51632076 51665146 "protein_coding" "12:q13.13"
"SMAGP" "12" 51638342 51664674 "protein_coding" "12:q13.13"
"BIN2" "12" 51674822 51718452 "protein_coding" "12:q13.13"
"CELA1" "12" 51722227 51740463 "protein_coding" "12:q13.13"
"GALNT6" "12" 51745031 51786651 "protein_coding" "12:q13.13"
"SLC4A8" "12" 51785101 51902980 "protein_coding" "12:q13.13"
"SCN8A" "12" 51984050 52206648 "protein_coding" "12:q13.13"
"AC068987.1" "12" 52203789 52206636 "protein_coding" "12:q13.13"
"ANKRD33" "12" 52281744 52285448 "protein_coding" "12:q13.13"
"ACVRL1" "12" 52300692 52317145 "protein_coding" "12:q13.13"
"ACVR1B" "12" 52345451 52390862 "protein_coding" "12:q13.13"
"GRASP" "12" 52400724 52409673 "protein_coding" "12:q13.13"
"NR4A1" "12" 52416616 52453291 "protein_coding" "12:q13.13"
"C12orf44" "12" 52463030 52471278 "protein_coding" "12:q13.13"
"KRT80" "12" 52562780 52585784 "protein_coding" "12:q13.13"
"KRT7" "12" 52626304 52645970 "protein_coding" "12:q13.13"
"KRT86" "12" 52643084 52702947 "protein_coding" "12:q13.13"
"KRT81" "12" 52679697 52685318 "protein_coding" "12:q13.13"
"KRT83" "12" 52708085 52715182 "protein_coding" "12:q13.13"
"AC121757.1" "12" 52709128 52709790 "protein_coding" "12:q13.13"
"KRT85" "12" 52753790 52761265 "protein_coding" "12:q13.13"
"KRT84" "12" 52771596 52779436 "protein_coding" "12:q13.13"
"KRT82" "12" 52787715 52800139 "protein_coding" "12:q13.13"
"KRT75" "12" 52817854 52828309 "protein_coding" "12:q13.13"
"KRT6B" "12" 52840435 52845910 "protein_coding" "12:q13.13"
"KRT6C" "12" 52862300 52867569 "protein_coding" "12:q13.13"
"KRT6A" "12" 52880958 52887041 "protein_coding" "12:q13.13"
"KRT5" "12" 52908359 52914471 "protein_coding" "12:q13.13"
"AC055736.1" "12" 52922915 52922980 "protein_coding" "12:q13.13"
"KRT71" "12" 52937693 52946931 "protein_coding" "12:q13.13"
"KRT74" "12" 52959566 52967609 "protein_coding" "12:q13.13"
"KRT72" "12" 52979373 52995322 "protein_coding" "12:q13.13"
"KRT73" "12" 53001354 53012343 "protein_coding" "12:q13.13"
"KRT2" "12" 53038342 53045948 "protein_coding" "12:q13.13"
"KRT1" "12" 53068520 53074191 "protein_coding" "12:q13.13"
"KRT77" "12" 53083410 53097247 "protein_coding" "12:q13.13"
"KRT76" "12" 53161939 53171129 "protein_coding" "12:q13.13"
"KRT3" "12" 53183469 53189901 "protein_coding" "12:q13.13"
"KRT4" "12" 53200333 53208335 "protein_coding" "12:q13.13"
"KRT79" "12" 53215194 53228079 "protein_coding" "12:q13.13"
"KRT78" "12" 53231588 53242876 "protein_coding" "12:q13.13"
"KRT8" "12" 53290977 53343738 "protein_coding" "12:q13.13"
"KRT18" "12" 53342655 53346685 "protein_coding" "12:q13.13"
"EIF4B" "12" 53399942 53435993 "protein_coding" "12:q13.13"
"TENC1" "12" 53440753 53458156 "protein_coding" "12:q13.13"
"SPRYD3" "12" 53458388 53473204 "protein_coding" "12:q13.13"
"IGFBP6" "12" 53491220 53496129 "protein_coding" "12:q13.13"
"SOAT2" "12" 53497302 53518322 "protein_coding" "12:q13.13"
"CSAD" "12" 53551447 53575135 "protein_coding" "12:q13.13"
"ZNF740" "12" 53574484 53584596 "protein_coding" "12:q13.13"
"ITGB7" "12" 53585102 53601091 "protein_coding" "12:q13.13"
"RARG" "12" 53604354 53626764 "protein_coding" "12:q13.13"
"MFSD5" "12" 53645035 53648189 "protein_coding" "12:q13.13"
"ESPL1" "12" 53662083 53687427 "protein_coding" "12:q13.13"
"PFDN5" "12" 53689075 53693234 "protein_coding" "12:q13.13"
"C12orf10" "12" 53693470 53700961 "protein_coding" "12:q13.13"
"AAAS" "12" 53701240 53718648 "protein_coding" "12:q13.13"
"SP7" "12" 53720362 53739099 "protein_coding" "12:q13.13"
"SP1" "12" 53773960 53810230 "protein_coding" "12:q13.13"
"AMHR2" "12" 53817639 53825318 "protein_coding" "12:q13.13"
"PRR13" "12" 53835389 53840429 "protein_coding" "12:q13.13"
"PCBP2" "12" 53835525 53874946 "protein_coding" "12:q13.13"
"MAP3K12" "12" 53874274 53893847 "protein_coding" "12:q13.13"
"TARBP2" "12" 53894705 53900215 "protein_coding" "12:q13.13"
"RP11-793H13.10" "12" 53900472 54019763 "protein_coding" "12:q13.13"
"NPFF" "12" 53900474 53901422 "protein_coding" "12:q13.13"
"ATF7" "12" 53901640 54020199 "protein_coding" "12:q13.13"
"ATP5G2" "12" 54026510 54071192 "protein_coding" "12:q13.13"
"CALCOCO1" "12" 54104903 54121529 "protein_coding" "12:q13.13"
"HOXC13" "12" 54332535 54340328 "protein_coding" "12:q13.13"
"HOXC12" "12" 54348618 54352740 "protein_coding" "12:q13.13"
"HOXC11" "12" 54366910 54371427 "protein_coding" "12:q13.13"
"HOXC10" "12" 54378849 54384063 "protein_coding" "12:q13.13"
"RP11-834C11.12" "12" 54379629 54428672 "protein_coding" "12:q13.13"
"HOXC6" "12" 54384408 54424607 "protein_coding" "12:q13.13"
"HOXC9" "12" 54388679 54397121 "protein_coding" "12:q13.13"
"HOXC8" "12" 54402832 54407570 "protein_coding" "12:q13.13"
"HOXC4" "12" 54410715 54449813 "protein_coding" "12:q13.13"
"HOXC5" "12" 54426637 54429142 "protein_coding" "12:q13.13"
"SMUG1" "12" 54558529 54582778 "protein_coding" "12:q13.13"
"CBX5" "12" 54624724 54673886 "protein_coding" "12:q13.13"
"HNRNPA1" "12" 54673977 54680872 "protein_coding" "12:q13.13"
"NFE2" "12" 54685895 54694905 "protein_coding" "12:q13.13"
"COPZ1" "12" 54694986 54745633 "protein_coding" "12:q13.13"
"GPR84" "12" 54756229 54758271 "protein_coding" "12:q13.13"
"ZNF385A" "12" 54762917 54785082 "protein_coding" "12:q13.13"
"ITGA5" "12" 54789045 54813244 "protein_coding" "12:q13.13"
"GTSF1" "12" 54849734 54867386 "protein_coding" "12:q13.13"
"NCKAP1L" "12" 54891495 54937726 "protein_coding" "12:q13.13"
"PDE1B" "12" 54943134 54973023 "protein_coding" "12:q13.2"
"PPP1R1A" "12" 54969171 54982443 "protein_coding" "12:q13.2"
"LACRT" "12" 55024595 55028679 "protein_coding" "12:q13.2"
"DCD" "12" 55038375 55042277 "protein_coding" "12:q13.2"
"MUCL1" "12" 55224303 55252177 "protein_coding" "12:q13.2"
"TESPA1" "12" 55341802 55378530 "protein_coding" "12:q13.2"
"NEUROD4" "12" 55413729 55423798 "protein_coding" "12:q13.2"
"OR9K2" "12" 55523465 55524586 "protein_coding" "12:q13.2"
"OR10A7" "12" 55614809 55615759 "protein_coding" "12:q13.2"
"OR6C74" "12" 55640982 55642086 "protein_coding" "12:q13.2"
"OR6C6" "12" 55688072 55689016 "protein_coding" "12:q13.2"
"OR6C1" "12" 55714346 55715408 "protein_coding" "12:q13.2"
"OR6C3" "12" 55725485 55726420 "protein_coding" "12:q13.2"
"OR6C75" "12" 55758895 55759833 "protein_coding" "12:q13.2"
"OR6C65" "12" 55794214 55795289 "protein_coding" "12:q13.2"
"OR6C76" "12" 55820038 55820976 "protein_coding" "12:q13.2"
"OR6C2" "12" 55845998 55846936 "protein_coding" "12:q13.2"
"OR6C70" "12" 55862984 55863922 "protein_coding" "12:q13.2"
"OR6C68" "12" 55886147 55887100 "protein_coding" "12:q13.2"
"OR6C4" "12" 55944983 55946028 "protein_coding" "12:q13.2"
"OR2AP1" "12" 55968199 55969128 "protein_coding" "12:q13.2"
"OR10P1" "12" 56030644 56031638 "protein_coding" "12:q13.2"
"METTL7B" "12" 56075330 56078395 "protein_coding" "12:q13.2"
"ITGA7" "12" 56078352 56109827 "protein_coding" "12:q13.2"
"RP11-644F5.10" "12" 56109820 56118487 "protein_coding" "12:q13.2"
"BLOC1S1" "12" 56109820 56113871 "protein_coding" "12:q13.2"
"RDH5" "12" 56114151 56118489 "protein_coding" "12:q13.2"
"CD63" "12" 56119107 56123491 "protein_coding" "12:q13.2"
"GDF11" "12" 56137064 56150911 "protein_coding" "12:q13.2"
"SARNP" "12" 56146247 56211540 "protein_coding" "12:q13.2"
"RP11-762I7.5" "12" 56151059 56221330 "protein_coding" "12:q13.2"
"ORMDL2" "12" 56211703 56215663 "protein_coding" "12:q13.2"
"DNAJC14" "12" 56214744 56224608 "protein_coding" "12:q13.2"
"MMP19" "12" 56229217 56236750 "protein_coding" "12:q13.2"
"WIBG" "12" 56295197 56326402 "protein_coding" "12:q13.2"
"DGKA" "12" 56321103 56347811 "protein_coding" "12:q13.2"
"PMEL" "12" 56347889 56367101 "protein_coding" "12:q13.2"
"CDK2" "12" 56360553 56366568 "protein_coding" "12:q13.2"
"RAB5B" "12" 56367697 56388490 "protein_coding" "12:q13.2"
"SUOX" "12" 56390964 56400425 "protein_coding" "12:q13.2"
"IKZF4" "12" 56401443 56432219 "protein_coding" "12:q13.2"
"RPS26" "12" 56435637 56438116 "protein_coding" "12:q13.2"
"ERBB3" "12" 56473641 56497289 "protein_coding" "12:q13.2"
"RP11-603J24.9" "12" 56495115 56503073 "protein_coding" "12:q13.2"
"PA2G4" "12" 56498103 56507691 "protein_coding" "12:q13.2"
"RPL41" "12" 56510370 56511727 "protein_coding" "12:q13.2"
"ZC3H10" "12" 56511943 56516278 "protein_coding" "12:q13.2"
"ESYT1" "12" 56512034 56538455 "protein_coding" "12:q13.2"
"MYL6B" "12" 56546040 56553431 "protein_coding" "12:q13.2"
"MYL6" "12" 56551945 56557280 "protein_coding" "12:q13.2"
"SMARCC2" "12" 56556767 56583351 "protein_coding" "12:q13.2"
"RNF41" "12" 56598285 56615717 "protein_coding" "12:q13.2"
"NABP2" "12" 56615799 56623638 "protein_coding" "12:q13.3"
"SLC39A5" "12" 56623833 56631630 "protein_coding" "12:q13.3"
"ANKRD52" "12" 56631591 56652175 "protein_coding" "12:q13.3"
"COQ10A" "12" 56660642 56664750 "protein_coding" "12:q13.3"
"CS" "12" 56665483 56694176 "protein_coding" "12:q13.3"
"RP11-977G19.10" "12" 56679700 56709843 "protein_coding" "12:q13.3"
"CNPY2" "12" 56703626 56710120 "protein_coding" "12:q13.3"
"PAN2" "12" 56710007 56727837 "protein_coding" "12:q13.3"
"IL23A" "12" 56732663 56734193 "protein_coding" "12:q13.3"
"STAT2" "12" 56735381 56753939 "protein_coding" "12:q13.3"
"APOF" "12" 56754353 56756607 "protein_coding" "12:q13.3"
"TIMELESS" "12" 56810903 56843187 "protein_coding" "12:q13.3"
"MIP" "12" 56843286 56862950 "protein_coding" "12:q13.3"
"SPRYD4" "12" 56862301 56864763 "protein_coding" "12:q13.3"
"GLS2" "12" 56864736 56882198 "protein_coding" "12:q13.3"
"RBMS2" "12" 56915713 56984745 "protein_coding" "12:q13.3"
"BAZ2A" "12" 56989380 57030600 "protein_coding" "12:q13.3"
"ATP5B" "12" 57031959 57039798 "protein_coding" "12:q13.3"
"PTGES3" "12" 57057127 57082159 "protein_coding" "12:q13.3"
"NACA" "12" 57106212 57125412 "protein_coding" "12:q13.3"
"PRIM1" "12" 57125380 57146157 "protein_coding" "12:q13.3"
"HSD17B6" "12" 57145945 57181574 "protein_coding" "12:q13.3"
"SDR9C7" "12" 57316938 57328189 "protein_coding" "12:q13.3"
"RDH16" "12" 57345219 57353158 "protein_coding" "12:q13.3"
"GPR182" "12" 57388230 57390468 "protein_coding" "12:q13.3"
"HBCBP" "12" 57390745 57391335 "protein_coding" "12:q13.3"
"ZBTB39" "12" 57392618 57400230 "protein_coding" "12:q13.3"
"TAC3" "12" 57403784 57422667 "protein_coding" "12:q13.3"
"MYO1A" "12" 57422301 57444982 "protein_coding" "12:q13.3"
"TMEM194A" "12" 57449426 57481846 "protein_coding" "12:q13.3"
"NAB2" "12" 57482677 57489259 "protein_coding" "12:q13.3"
"STAT6" "12" 57489191 57525922 "protein_coding" "12:q13.3"
"LRP1" "12" 57522276 57607134 "protein_coding" "12:q13.3"
"NXPH4" "12" 57610578 57620232 "protein_coding" "12:q13.3"
"SHMT2" "12" 57623110 57628718 "protein_coding" "12:q13.3"
"NDUFA4L2" "12" 57628686 57634498 "protein_coding" "12:q13.3"
"STAC3" "12" 57637236 57644976 "protein_coding" "12:q13.3"
"R3HDM2" "12" 57643392 57824788 "protein_coding" "12:q13.3"
"RP11-123K3.4" "12" 57643392 57690267 "protein_coding" "12:q13.3"
"AC126614.1" "12" 57810198 57810536 "protein_coding" "12:q13.3"
"INHBC" "12" 57828543 57844611 "protein_coding" "12:q13.3"
"INHBE" "12" 57846106 57853063 "protein_coding" "12:q13.3"
"GLI1" "12" 57853918 57866045 "protein_coding" "12:q13.3"
"ARHGAP9" "12" 57866038 57882597 "protein_coding" "12:q13.3"
"MARS" "12" 57869228 57911352 "protein_coding" "12:q13.3"
"DDIT3" "12" 57910371 57914300 "protein_coding" "12:q13.3"
"MBD6" "12" 57914493 57923931 "protein_coding" "12:q13.3"
"DCTN2" "12" 57923885 57941114 "protein_coding" "12:q13.3"
"KIF5A" "12" 57943781 57980415 "protein_coding" "12:q13.3"
"PIP4K2C" "12" 57984957 57997198 "protein_coding" "12:q13.3"
"DTX3" "12" 57998405 58003587 "protein_coding" "12:q13.3"
"ARHGEF25" "12" 58003963 58013162 "protein_coding" "12:q13.3"
"SLC26A10" "12" 58013310 58019934 "protein_coding" "12:q13.3"
"B4GALNT1" "12" 58017193 58027138 "protein_coding" "12:q13.3"
"OS9" "12" 58087738 58115340 "protein_coding" "12:q13.3"
"AGAP2" "12" 58118980 58135940 "protein_coding" "12:q14.1"
"AGAP2-AS1" "12" 58120054 58122139 "protein_coding" "12:q14.1"
"TSPAN31" "12" 58131796 58143994 "protein_coding" "12:q14.1"
"CDK4" "12" 58141510 58149796 "protein_coding" "12:q14.1"
"MARCH9" "12" 58148881 58154190 "protein_coding" "12:q14.1"
"CYP27B1" "12" 58156117 58162769 "protein_coding" "12:q14.1"
"METTL1" "12" 58162254 58166576 "protein_coding" "12:q14.1"
"METTL21B" "12" 58165275 58176324 "protein_coding" "12:q14.1"
"RP11-571M6.15" "12" 58166811 58180829 "protein_coding" "12:q14.1"
"TSFM" "12" 58176372 58201854 "protein_coding" "12:q14.1"
"AVIL" "12" 58191159 58212487 "protein_coding" "12:q14.1"
"CTDSP2" "12" 58213710 58240522 "protein_coding" "12:q14.1"
"XRCC6BP1" "12" 58335324 58351052 "protein_coding" "12:q14.1"
"RP11-362K2.2" "12" 58937907 59206842 "protein_coding" "12:q14.1"
"LRIG3" "12" 59265931 59314303 "protein_coding" "12:q14.1"
"RP11-272B17.2" "12" 59917059 59917965 "protein_coding" "12:q14.1"
"SLC16A7" "12" 59989848 60176395 "protein_coding" "12:q14.1"
"FAM19A2" "12" 62102040 62672931 "protein_coding" "12:q14.1"
"USP15" "12" 62654119 62811211 "protein_coding" "12:q14.1"
"MON2" "12" 62860597 62991363 "protein_coding" "12:q14.1"
"C12orf61" "12" 62995531 62997214 "protein_coding" "12:q14.1"
"PPM1H" "12" 63037762 63328817 "protein_coding" "12:q14.1"
"AVPR1A" "12" 63539014 63544722 "protein_coding" "12:q14.2"
"DPY19L2" "12" 63952693 64062719 "protein_coding" "12:q14.2"
"TMEM5" "12" 64173583 64203338 "protein_coding" "12:q14.2"
"SRGAP1" "12" 64238073 64541613 "protein_coding" "12:q14.2"
"C12orf66" "12" 64580096 64616076 "protein_coding" "12:q14.2"
"C12orf56" "12" 64660217 64784972 "protein_coding" "12:q14.2"
"XPOT" "12" 64798130 64844907 "protein_coding" "12:q14.2"
"TBK1" "12" 64845660 64895888 "protein_coding" "12:q14.2"
"RASSF3" "12" 65004293 65091347 "protein_coding" "12:q14.2"
"AC025262.1" "12" 65090189 65090329 "protein_coding" "12:q14.2"
"GNS" "12" 65107225 65153227 "protein_coding" "12:q14.3"
"TBC1D30" "12" 65174589 65274812 "protein_coding" "12:q14.3"
"WIF1" "12" 65444406 65515346 "protein_coding" "12:q14.3"
"LEMD3" "12" 65563351 65642107 "protein_coding" "12:q14.3"
"MSRB3" "12" 65672423 65882024 "protein_coding" "12:q14.3"
"HMGA2" "12" 66217911 66360075 "protein_coding" "12:q14.3"
"RP11-366L20.2" "12" 66245120 66275947 "protein_coding" "12:q14.3"
"AC090673.2" "12" 66291518 66317967 "protein_coding" "12:q14.3"
"LLPH" "12" 66516842 66524548 "protein_coding" "12:q14.3"
"TMBIM4" "12" 66517697 66563765 "protein_coding" "12:q14.3"
"IRAK3" "12" 66582659 66648402 "protein_coding" "12:q14.3"
"HELB" "12" 66696325 66737423 "protein_coding" "12:q14.3"
"GRIP1" "12" 66741211 67197966 "protein_coding" "12:q14.3"
"CAND1" "12" 67663061 67713731 "protein_coding" "12:q14.3"
"DYRK2" "12" 68042118 68059186 "protein_coding" "12:q15"
"IFNG" "12" 68548548 68553527 "protein_coding" "12:q15"
"IL26" "12" 68595131 68619601 "protein_coding" "12:q15"
